Name,Date,Location,Type,Region,Latitude,Longitude,Weather Code,Max Temperature,Min Temperature,Weather Forecast
Zakir Khan Live,3/24/2024, The Moore Theatre,Theatre,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.06496906280517578, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Nirvana: Taking Punk To the Masses,Ongoing, MoPOP Museum of Pop Culture,Museums,Queen Anne / Seattle Center,47.621493099999995,-122.34822527405619,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.09000301361083984, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Aan,4/4/2024, Sunset Tavern,Music,Fremont / Ballard,36.0254577,-114.9637699,3,18.4,9.8,"{'latitude': 36.026024, 'longitude': -114.974945, 'generationtime_ms': 0.04398822784423828, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 615.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [18.4], 'temperature_2m_min': [9.8]}}"
Caetano Veloso,3/27/2024, The Moore Theatre,Music,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Becky Selengut: Misunderstood Vegetables,4/3/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07700920104980469, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Underwater Dome,Ongoing, Seattle Aquarium,Museums,Downtown,47.60762475,-122.34322017076866,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.0749826431274414, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
Dale Chihuly at Tacoma Art Museum,Ongoing, Tacoma Art Museum,Museums,South,47.2475134,-122.43680521780016,3,10.2,1.5,"{'latitude': 47.244843, 'longitude': -122.42595, 'generationtime_ms': 0.0699758529663086, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 19.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.2], 'temperature_2m_min': [1.5]}}"
Washington: My Home,Ongoing, Washington State History Museum,Museums,South,47.2447212,-122.43608807502436,3,10.2,1.5,"{'latitude': 47.244843, 'longitude': -122.42595, 'generationtime_ms': 0.08499622344970703, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 18.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.2], 'temperature_2m_min': [1.5]}}"
Kendra Morris,3/13/2024, Sunset Tavern,Music,Fremont / Ballard,36.0254577,-114.9637699,3,18.4,9.8,"{'latitude': 36.026024, 'longitude': -114.974945, 'generationtime_ms': 0.06699562072753906, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 615.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [18.4], 'temperature_2m_min': [9.8]}}"
"Anida Yoeu Ali: Hybrid Skin, Mythical Presence",Now through 7/7/2024, Seattle Asian Art Museum,Museums,Capitol Hill / Central District,47.63029565,-122.31413540328062,3,9.3,1.1,"{'latitude': 47.628304, 'longitude': -122.29689, 'generationtime_ms': 0.07092952728271484, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 137.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.3], 'temperature_2m_min': [1.1]}}"
Manual Cinema,4/3/2024, The Moore Theatre,Theatre,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.07009506225585938, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Positive Fragmentation,Now through 3/10/2024, Bellevue Arts Museum,Museums,Bellevue / Eastside,-21.266983,55.4113864,80,29.8,22.3,"{'latitude': -21.25, 'longitude': 55.5, 'generationtime_ms': 0.03707408905029297, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 140.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [80], 'temperature_2m_max': [29.8], 'temperature_2m_min': [22.3]}}"
Earshot Golden Ear Awards Party: Jun Iida,3/11/2024, The Royal Room,Music,South Seattle,32.2275723,-110.9685178,51,15.4,7.0,"{'latitude': 32.223236, 'longitude': -110.9651, 'generationtime_ms': 0.06699562072753906, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 725.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [15.4], 'temperature_2m_min': [7.0]}}"
Emily Calandrelli: Unleash Your Inner Scientist,3/9/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07796287536621094, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Sensory-Friendly Programs,Ongoing, MoPOP Museum of Pop Culture,Festivals & Special Events,Queen Anne / Seattle Center,47.621493099999995,-122.34822527405619,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07104873657226562, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Cambodian Cultural Museum and Killing Fields Memorial,Ongoing, Wing Luke Museum,Museums,International District,47.5982461,-122.3228705,3,9.7,2.1,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.04601478576660156, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 33.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.1]}}"
Honoring 50 Years of Papunya Tula Painting,Now through 4/14/2024, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.05698204040527344, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Hippie Sabotage,4/3/2024, Showbox SoDo,Music,Pioneer Square,47.5880461,-122.333928,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07808208465576172, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Seattle Kraken vs. Montreal Canadiens,3/24/2024, Climate Pledge Arena,Sports,Queen Anne / Seattle Center,47.6219014,-122.353990491486,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07510185241699219, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 45.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Pacific Species,Ongoing, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.048041343688964844, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Barely Alive,3/22/2024, The Showbox,Music,Downtown,47.6085136,-122.3394726,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.04494190216064453, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 42.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Danny Brown,3/30/2024, The Showbox,Music,Downtown,47.6085136,-122.3394726,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07390975952148438, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 42.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Meet our Marine Mammals,Ongoing, Seattle Aquarium,Museums,Downtown,47.60762475,-122.34322017076866,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.048995018005371094, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
Jake Shimabukuro,4/2/2024 through 4/3/2024, Dimitriou's Jazz Alley,Music,Downtown,47.6148163,-122.339691,3,9.5,2.0,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.0699758529663086, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 32.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.5], 'temperature_2m_min': [2.0]}}"
Lifecycle of Seattle Artists,3/26/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07605552673339844, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
MitiS,3/15/2024, Showbox SoDo,Music,Pioneer Square,47.5880461,-122.333928,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.06103515625, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Brad Gooch: The Life and Line of Keith Haring,3/19/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07295608520507812, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Brian Posehn,3/16/2024, The Neptune Theatre,Theatre,University District,,,,,,
Savor Seattle Signature Tour: Pike Place Market,Ongoing, Pike Place Market,Tours & Attractions,Downtown,47.60939675,-122.34141017673986,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06103515625, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 44.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Tropical Pacific,Ongoing, Seattle Aquarium,Museums,Downtown,47.60762475,-122.34322017076866,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06604194641113281, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
Mania the ABBA Tribute,3/20/2024, The Neptune Theatre,Music,University District,,,,,,
Yuri,3/15/2024, The Moore Theatre,Music,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.06604194641113281, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Rise Up: Stonewall and the LGBTQ Rights Movement,Ongoing, MoPOP Museum of Pop Culture,Museums,Queen Anne / Seattle Center,47.621493099999995,-122.34822527405619,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07808208465576172, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Paris Shadows,3/27/2024, High Dive,Music,Fremont / Ballard,41.7111625,-93.6318959,51,9.8,0.2,"{'latitude': 41.69963, 'longitude': -93.64569, 'generationtime_ms': 0.07200241088867188, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 293.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [9.8], 'temperature_2m_min': [0.2]}}"
Omar Sosa Quarteto Americanos,3/26/2024 through 3/27/2024, Dimitriou's Jazz Alley,Music,Downtown,47.6148163,-122.339691,3,9.5,2.0,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.0730752944946289, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 32.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.5], 'temperature_2m_min': [2.0]}}"
Spotlight on Dale Chihuly: Works from Museum of Glass Permanent Collection,Ongoing, Museum of Glass,Museums,South,47.24582405,-122.43381971536058,3,10.3,1.6,"{'latitude': 47.244843, 'longitude': -122.42595, 'generationtime_ms': 0.041961669921875, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 9.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.3], 'temperature_2m_min': [1.6]}}"
MT Connolly,4/2/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.049948692321777344, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Noize MC,4/1/2024, The Showbox,Music,Downtown,47.6085136,-122.3394726,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.054001808166503906, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 42.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Taste Washington: The Seminars,3/16/2024," Seattle, WA",Festivals & Special Events,Downtown,47.6038321,-122.330062,3,9.7,2.1,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 40.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.1]}}"
Luchadora!,Now through 3/10/2024, Seattle Children's Theatre,Theatre,Queen Anne / Seattle Center,47.6204553,-122.35225726215312,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07808208465576172, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 45.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Amazing Life,Ongoing, Burke Museum,Museums,University District,47.6605211,-122.31156049949824,3,9.6,1.6,"{'latitude': 47.653973, 'longitude': -122.3074, 'generationtime_ms': 0.07009506225585938, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 66.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.6], 'temperature_2m_min': [1.6]}}"
Jon Vinyl,3/20/2024, Barboza,Music,Capitol Hill / Central District,-13.248885,-41.0275842,3,30.6,22.0,"{'latitude': -13.25, 'longitude': -41.0, 'generationtime_ms': 0.02300739288330078, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 495.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [30.6], 'temperature_2m_min': [22.0]}}"
TommyInnit,3/12/2024, The Neptune Theatre,Music,University District,,,,,,
Luis Miguel,4/4/2024, Climate Pledge Arena,Music,Queen Anne / Seattle Center,47.6219014,-122.353990491486,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06496906280517578, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 45.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Coco Montoya,3/9/2024, The Triple Door,Music,Downtown,47.6086439,-122.337685,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07390975952148438, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 45.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Debut,3/8/2024, Barboza,Music,Capitol Hill / Central District,-13.248885,-41.0275842,3,30.6,22.0,"{'latitude': -13.25, 'longitude': -41.0, 'generationtime_ms': 0.04100799560546875, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 495.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [30.6], 'temperature_2m_min': [22.0]}}"
Letterkenny,3/19/2024, Showbox SoDo,Theatre,Pioneer Square,47.5880461,-122.333928,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.06699562072753906, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Sasha LaPointe,3/11/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.05996227264404297, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Mayuan Poet,3/20/2024, Neumos,Music,Capitol Hill / Central District,47.613954,-122.3196108,3,9.1,1.6,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 95.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.1], 'temperature_2m_min': [1.6]}}"
Jimbo’s Drag Circus,4/2/2024, The Neptune Theatre,Theatre,University District,,,,,,
